review,isEdited,title,userName,rating,date,app_name,app_id,developerResponse
"I find it really useful, it has helped me a lot ,as for example ,wanting the menu and seeing how other people rate the restaurant. Being a socially awkward person it’s a life saver,because I dont like talking to other people on the phone I get nervous so ordering it online using zomato is the best way.",False,About the app,Guy darwiche,5,2020-06-18 10:25:35,zomato-food-delivery-dining,434613896,
"Zomato has accepted my order on 1st January night when swiggy is displaying a weird message - “sorry we are not accepting orders right now”!! ...might be because of overflowing orders on swiggy but that’s what they are there for ... deleting and boycotting swiggy .. zomato takes the driver seat for me from today :) 
P.s : I am not being harsh but being rational",False,Great service,Rajveer narang,5,2020-01-01 21:23:20,zomato-food-delivery-dining,434613896,
Zomato has really come to the rescue during the Coronavirus lockdown. Sometimes it’s hard to even find food locally and it’s difficult to get out. Knowing that I can order food and it will come to the gate of the apartment within an hour is really a great relief. I’m so happy Zomato is open and running!,False,Life saver during Corona,Matt-from-America,5,2020-04-17 13:54:56,zomato-food-delivery-dining,434613896,
Zomato has the highest reach in restaurant community. But can’t say the same about it’s food delivery business. I have experienced many incidents of cancelation after waiting for more than 60 mins after suggested wait time. No apologetic discount coupons when this happens. Go with Swiggy or foodpanda who have a onerous process with low failure rate and lower chance of you going hungry waiting for food to arrive,False,Not recommended for food delivery,PhilipA939,3,2018-05-20 14:46:48,zomato-food-delivery-dining,434613896,
Completely disappointed from Zomato complete mess with assigning proper delivery person... Mr Nilesh Bhosale was suppose to pick my order but he refuse to do so an when tried to contact him he came up with an completely unprofessional reason of NOT EXPECTING MY ORDER whereas the order was already been placed under his name in the system and since MUNCHIES N MORE either are taking any responsibility in such case .... worst start of new year,False,Zomato ‘s pathetic service,Weeping monk,3,2020-12-31 19:22:19,zomato-food-delivery-dining,434613896,"{'id': 20270026, 'body': ""Hi there, sorry to hear about that. Please write to us at order@zomato.com and we'll reach out to you at the earliest."", 'modified': '2021-01-08T15:09:08Z'}"
I feel better just by viewing pictures of the scrumptious food! My go to app if I’m having my blues! They have listed almost every restaurant on their app and offer discounts on their services to their valuable and trustworthy customers!,False,Solves the “where to go/where to eat” problem!,charvi singhal,5,2019-02-28 13:31:52,zomato-food-delivery-dining,434613896,
I like this app a lot! It has a lot of features like “dine out” and “restaurants near me”. You can go straight to the online order section or open the menu section of any restaurant. It’s well organized. A lot of filters to help you find what you need. It’s my go-to app.,False,Enjoying it,Cupcakesandflowers,5,2021-05-24 13:00:30,zomato-food-delivery-dining,434613896,"{'id': 23024746, 'body': 'Hi there, glad to hear that! Thank you for your feedback.', 'modified': '2021-05-26T13:30:48Z'}"
Why is it that this app gets clunkier and less navigable with every “upgrade”? I have always found restaurants by using the map based on a location. I did this because Zomato heavily favors restaurants that I assume advertise them. It has gotten to the point where I have to use another app (usually Google Maps) to find restaurants in the area I’m in and switch to Zomato to see others reviews. In the latest redesign its nearly impossible to find restaurants in an area you aren’t familiar with.,False,I wish I could rate lower than 1 star,Stu2k4,1,2018-10-25 01:10:15,zomato-food-delivery-dining,434613896,"{'id': 5669240, 'body': ""Hello, we are sorry to learn you don't like the update. However, it'd help us improve if you could drop us a detailed mail (help@zomato.com) with what you would want us to change. If possible, attach screenshots too. Thanks."", 'modified': '2018-10-26T03:25:55Z'}"
"I've been looking for an app that will act like IMDB, but for restaurants.  This app is not perfect by any means and lacks some functionality that I would appreciate like making personalized lists and sorting your bookmarks by personalized tags, but it's working for now especially as where I live many other apps aren't available.  I will try Urban Spoon next and update this review after.",False,Looking for the IMDB of Restaurants,NarrowPath,4,2017-08-27 01:40:53,zomato-food-delivery-dining,434613896,
"Don’t get me wrong.. I use the app quite frequently and I’d say I’m one of the first gold members..
Though when order from the app I’ve been put in multiple occasions where I’d have to put in effort to communicate with there sometimes rude support to end up having no food at the end of everything! It’s such a pain you know, you gotta wait for 1 hr for em to tell you something went wrong and they are cancelling the order by which time all restaurants would have closed!",False,When it doesn’t work it’s a nightmare!,Deathstr0lce,1,2019-12-21 16:32:43,zomato-food-delivery-dining,434613896,
"An issue arises with my account so I try to contact customer service which is almost impossible with the new updates to the app. When I finally did reach someone they told me to email for help and they would get back to me within 12-24 hours. Wow, how helpful. That will help me with the issues I am currently having while ordering dinner. Zomato has really outdone itself this time. Congratulations I will now be using another app to order food from now on. Keep up the great work.",False,Horrible customer service,zomatosucks1234567890,1,2019-12-07 13:49:14,zomato-food-delivery-dining,434613896,
"I have been waiting for so long to cancel my order, the customer care from zomato is so bad that I am deleting this app. The chat wait time has been 7 minutes since 15 minutes just to cancel my order and zomato app was expected to be more responsible",False,Worst food ordering app,hate for zomato,5,2019-04-07 14:27:43,zomato-food-delivery-dining,434613896,"{'id': 8112364, 'body': 'Hi there, apologies for the inconvenience caused. Kindly drop us a mail (order@zomato.com) regarding this so that we can look in to what went wrong. Thanks.', 'modified': '2019-04-08T13:00:45Z'}"
"I still can’t quite understand why the change from urban spoon to Zomato.
What was once the go to for restaurant advice seems to have fallen to the bottom of the line in terms of being able to navigate easily and just overall user-friendliness. 
My advice...change it back while there still time.
Even the Giant Coca Cola recognized its mistake when they changed to New Coke and was able to go back to classic and rebound.",False,Don’t fix it if it ain’t broke!,Gambino's Chef,3,2017-10-30 19:19:21,zomato-food-delivery-dining,434613896,
"Easy to use app with wide selection of restaurants, especially for delivery. The rider tracking option is very helpful when available. The only negative experience I’ve had is with the customer service chat. They haven’t been very help to compensate if there are mistakes with the order and give generic responses.",False,User friendly app,ZaynahY88,4,2020-09-28 09:08:32,zomato-food-delivery-dining,434613896,
"﻿
Sorry to tell you, But frankly I SPEAKING I ordered on ZOMATO just because of discounts. I know, long discountings could't be possible for a business/entity to survive but I really looked for it and just ordered when I saw 15% or 20% discount was automatically applied. Thank you ZOMATO for providing cheapest strike on HUNGER. May you and all your business guys survive in this run. God bless EVERYONE.",False,Acutely 5* but kept 4* for future evaluations,WindowsTen,4,2019-10-18 12:36:15,zomato-food-delivery-dining,434613896,
I am so thankful that Zomato has choices available that no other app has when I need it. The hours I am awake occur very early in the morning and I don't always have the choice to cook during those hours. Zomato is luckily there for me in those times of need. Thank you.,False,In a time of need.,Vicisti88,5,2020-12-27 01:40:22,zomato-food-delivery-dining,434613896,
Orders on Zomato are most of the time late!! The support chat is useless. They never respond with anything useful. The estimated time when you first order is pure lie. On top of all that zomato never refunds or gives any credit back for ANY late order. I dont recommend using this app. There are far better and efficient deliver apps like Deliveroo and Uber Eats. At least they are responsive and they give you credit back whenever the orders are late which is rare,False,Orders MOST OF THE TIME ARE LATE,Eliasn235,2,2019-12-01 19:16:52,zomato-food-delivery-dining,434613896,
"This happened 4 times already .
I make an order and pay then the restaurant call and say that Zomato mistakenly approved the order from the restaurant which is closed and the nearest one will not deliver to my area.. please don’t take the money if you can’t deliver the order or the restaurant is closed.. am hungry when I make an order which means I need food ASAP.. and the refund process takes too long..
Please fix this issues.
Good luck and this the last time I make an order through your App.",False,Bad communication,radiiiiiiiiiilk,1,2019-09-14 04:43:00,zomato-food-delivery-dining,434613896,
"I loved Urbanspoon and I am trying hard to love this new program. I will continue to use it and I am sure it will continue to improve. I emailed them and they ACTUALLY ANSWERED!!

I still prefer the quicker way Zomato and Urbanspoon worked when I could pull up the program, it would recognize our location and show us the closest restaurants and info.  I do not like this current format as well.",False,We loved Urbanspoon,David J. Carter,3,2018-07-07 02:53:58,zomato-food-delivery-dining,434613896,
"Benefits: Discount Deals on delivery + Zomato Gold has actually been a good value for us on dine-in food deals and 2-for-1 drinks. 

Drawbacks: long delivery times when compared to Deliveroo. We’ve experienced deliver times of Twice as long even for restaurants delivering from neighborhood locations. Because of this, for restaurants not offering incentives through Zomato, we usually just use Deliveroo (since we’ll pay the same price as Zomato but get our food in half the time)",False,Benefits & Drawbacks,Searching in Dubai,2,2018-05-16 15:34:42,zomato-food-delivery-dining,434613896,
"Never in my life have I seen a terrible costumer service as the one in Zomato from there divers to the costumer service.
My order was missing a whole item that was ether stolen or dropped by the driver.
And costumer support wasted 2 hours of my life that I’m not getting back and didn’t do anything to resolve the situation they just ended that chat practically hanging up on me. Never using Zomato again after such a horrible experience. Switching to Deliveroo or talabat and I recommend for everyone to do the same.",False,The worst delivery app in the UAE,Abdulrahman.ALJM,1,2021-10-14 07:42:05,zomato-food-delivery-dining,434613896,
Good choice of restaurants and good categorization for easy selection some of the drivers has attitude and one such driver did not deliver food as the zomoto app location was accurate despite my  instructions were clearing including google address map location they need to improve attitude of some of drivers for customer sat,False,Restaurant food delivery,padkomar,4,2021-09-01 09:26:47,zomato-food-delivery-dining,434613896,
"I ordered with zomato, payment was deducted from my bank account. Zomato claims they never received any payment. I showed them bank confirmation. Zomato said it’s the bank’s fault. Customer service at zomato just threw me in loop without any resolution. The amount is very smalll but it’s the question of principle.
Will not be using and do not recommend zomato to any one. Not trustworthy and looks like their technical infrastructure is lacking otherwise these missing money situations will not be happening. There are other services on the market.",False,Beware,nonexistentservice,1,2021-02-13 15:22:52,zomato-food-delivery-dining,434613896,"{'id': 21167049, 'body': ""Hi there, please write to us at order@zomato.com and we'll reach out to resolve this immediately."", 'modified': '2021-02-19T14:08:26Z'}"
"When too busy to cook, Zomato has become my go to place. With my veg diet and preference for healthy and light foods, Zomato has a variety of great choices. Payment is a breeze. Delivery has always been quick and seamless. So many options right at my fingertips! 👍🏽",False,Convenient. Great and healthy choices. Fast delivery,MEB108,5,2020-01-19 14:04:36,zomato-food-delivery-dining,434613896,
"However you need to work on a better online order lay out. There is too much writing and graphics all around, everywhere. Decrease view of all writing and possibly add photos to each meal. Otherwise keep the writing once someone clicks. 

It comes very difficult visually to understand everything at once",False,Great,drereesd,4,2020-01-23 16:44:06,zomato-food-delivery-dining,434613896,
"This use to be the best app for deliveries and offers I’ve had 3 mistakes done in one week of them not bringing the food or not being able to find the order with no proper communication never using this app again 
And I hope all of you don’t as well",False,The worst app ever,marnc,5,2019-11-23 19:58:50,zomato-food-delivery-dining,434613896,
"I wonder why zomato app has many negative reviews, is it the competition trying to put it down since it is so solid user friendly app!

Zomato is my all time go to food delivery app. Could it be the team who manages the app in different regions who are impacting the service performance?!

Having that said, in UAE I believe it is one of the top apps if not the top of all food delievery apps.

Give it a try if you are in UAE you will see that there is no app that comes closer to zomato when it comes to good food restaurant variety, ease of use, professional delivery people etc.",False,I wonder why!,Globalcitizin,5,2021-10-11 09:53:42,zomato-food-delivery-dining,434613896,
"Like many other reviewers I started with Urbanspoon and kept Zomato after the switchover. The app does provide basic restaurant info (name, address, price range, hours, etc.) which is of some use when traveling in an unfamiliar area. But many of the reviews - and thus the ratings - are so outdated as to be practically meaningless. Two, three, even four year old reviews are common. I guess maybe this reflects Zomato’s user base dwindling to nearly nobody in the areas where I travel, I dunno.  Too bad. Urbanspoon was much more useful.",False,Outdated data,Peterjayess,1,2019-09-28 02:54:16,zomato-food-delivery-dining,434613896,
"Be careful when you make online orders, because when a restaurant refuses to accept your order, they still deduct the money and only refund it after 5-7 days.
It’s like Going to a supermarket, giving the guy 10 dirhams for a kilo of tomatoes, for which he replies “sorry I dont have tomatoes, come back after 5-7 days to get your money back” and when you ask them they go like “sorry RBI guidelines”
 
I’ve been using this platform for years but after this incident I’d rather call or go get the food myself.",False,RBI Guidelines,Lil Z',1,2019-07-18 15:15:05,zomato-food-delivery-dining,434613896,
"It is very useful app for a person who can get thier food with simple and fast online procedure.
Not taking much time to write, it just becomes a need nowadays for everybody to order food online. Keep it up zomato and its team thanks",False,Spot for all kind of foods to check and order,Harminder Paul,5,2021-07-26 07:56:15,zomato-food-delivery-dining,434613896,
"Hello, I got very bad experience today with zomato literally waiting for my food more than 2hr but my order not received and zomato support team just giving me fake promises to your order will rich on your door next 15 - 20 minutes but it’s not happened really really really bad team don’t play with customers like that way if you not sure about exact time or information about order. It’s totally about helth you should understand.😕",False,Waiting for my order more than 2hr but order not received.,Anil-Jadhav,1,2021-03-04 22:13:26,zomato-food-delivery-dining,434613896,
"What used to be a long phone call preceded by a waiting one to make an order, customizing it, making the choices while over the phone is now a simple app. 

As the title said- simplicity and ease at its best by bringing you the best dishes to your fingertips",False,All food outlets at your fingertips,halawisalah,5,2020-12-06 15:45:34,zomato-food-delivery-dining,434613896,
I find it difficult to order food for delivery in the UAE because people often don’t understand me due to my accent. This app takes the stress away! Customer service is OUTSTANDING!!! Someone is always just a click away! I HIGHLY recommend this easy to use and order food app!,False,Great App,ladyCKY,5,2018-06-05 09:54:54,zomato-food-delivery-dining,434613896,
Worst response from the helpline centres we order food or few items and they deliver only few items is this the thing  we expect from Zomato people I want the proper refund this is not the first time m facing the problem this is the second time,False,Complaint,naveenakalavala,5,2019-10-26 14:46:37,zomato-food-delivery-dining,434613896,
"Love this app, very easy to use and even when the outlet I’m ordering from isn’t being professional, they always do their best to help and have even credited me for poor service from a specific Indian restaurant that took way too long to deliver.",False,"User friendly, reliable and customer service is always available.",Susudweeb,4,2018-04-29 12:38:33,zomato-food-delivery-dining,434613896,
"Downgraded rating from 5 to 1. Never had an issue with Zomato until now.,when they failed to acknowlege missing items in the recent grocery delivery. Chatting with customer support via app was useless, they simply asked me to email Zomato customer order support, who after multilple emails and follow-ups have not responded. So in the end, I lost my money and Zomato didnt care. They didnt even try. I will never order grocery delivery anymore through Zomato. You lost my ongoing business for few $.",False,Cannot trust anymore,gans12,1,2021-01-12 13:57:44,zomato-food-delivery-dining,434613896,
"This app has some serious issues with location. I set  it to use my current location, which is correct on the map and is in city let’s call SJ. Then I tap the Nearest to me button and the app shows restaurants that are miles away and insists that my location is in city WG. If I go back and set my location it shows restaurants that are closer but I really want to see that list sorted by distance. But again if I tap Nearest to me the app insists I’m miles away. Very annoying.",False,Major bug with location,Roadfood,1,2020-03-22 17:28:24,zomato-food-delivery-dining,434613896,
They make you wait then cancel your order because there is no driver. After waiting for 45 minutes. They take your money in a second and then to refund it 7 days. Their mistake cost me 7 days wait for my money and no lunch.,False,Worst service,Gianamelia,5,2019-08-05 09:04:29,zomato-food-delivery-dining,434613896,"{'id': 10025589, 'body': 'Hi there, apologies for the inconvenience caused. Kindly drop us a mail (order@zomato.com) regarding this so that we can look in to what went wrong. Thanks.', 'modified': '2019-08-06T06:34:08Z'}"
Recently started my own food blog on Instagram called whosgotthemunchies. I’m definitely a foodie and I’m always eating and trying different places. Zomato has always been a guide for me before trying different restaurants so I will also be Sharing my different reviews on Zomato.,False,Food and beverage blog,whosgotthemunchies,5,2019-11-26 15:09:05,zomato-food-delivery-dining,434613896,
The vallet’s vehicle broke down and I had to go to him to get the order. Which is fine because sometimes stuff like this happens. The worst part was that the food was ruined and I had to still pay for delivery and food. ZOMATO did not take blame or did not support me in any sort. The people from zomato were not cooperative at all. I understand the vallet and food part however still charging me for delivery even when I pick up my food was not a respectable action.,False,Zomato service was horrible,KavishP,1,2021-09-17 10:54:25,zomato-food-delivery-dining,434613896,
"I have been using Zomato for sometime now, all this time I was using Deliveroo. This is the difference I notice: 

1. I really like the Veg option while browsing the menu, very clever, very smart. I no longer waste time reading the entire menu. 

2. Zomato has a much better choice of Indian restaurants. I order Indian food more often. 

3. The Deliveroo app is a lot more responsive and easier to use. Very clean layout.

4. The Zomato riders always struggle locating my apartment even though my instruction are very clear. The Deliveroo riders always get it right all the time. The Zomato riders don’t bother to read or understand the delivery instructions. They always get lost, go to the wrong property. 

5. I can use ADCB touch points. I love Zomato for this, Deliveroo don’t have this.",False,Mr,Palazzo Versace,2,2021-05-12 17:19:13,zomato-food-delivery-dining,434613896,
"I use Zomato almost everyday, but if there are any issues with the food, they take no responsibility to make amends. A chotbot will say, “We have warned the restaurant to never repeat the same mistake”. Ok, but what about the fact that my money was wasted on food I cannot eat? Please have checks and balances in your system and I will be happy to change my review.",False,Super easy to use. Bad customer service.,IIT Alum,3,2020-02-11 09:03:45,zomato-food-delivery-dining,434613896,
I like this app because its easy to use and because it covers a wide range of restaurants. But the team needs to follow up more when clients ask not to send cutlery or food instructions. I return food when the instructions are not followed.,False,Good and needs more follow up,Bavavgav,5,2019-10-12 12:34:33,zomato-food-delivery-dining,434613896,
I ordered food via this website and I got something nasty in the sandwich so I contacted zomato for a refund and they told they’re not authorised to process a refund. They basically didn’t do anything about it though i sent them couple of pictures. I had to contact the restaurant myself to get the refund. My question to zomato what is the point of me ordering through your app if I’m gonna waste my time contacting the restaurant for complaints. You should take an action i am zomato’s customer.,False,My experience with zomato,Sarah_mk,1,2019-11-04 16:05:52,zomato-food-delivery-dining,434613896,
"In my city particularly, I prefer not go outside on some days mostly because of the heat or the rush. Ordering food online is great and very straightforward using Zomato. The app is easy to use and has a very user friendly interface. Highly recommended!",False,Makes ordering food very simple,krishaamehta,5,2019-06-11 07:10:46,zomato-food-delivery-dining,434613896,
This restaurant is a specialists in South Indian food and great at it. The catch is their delivery is quite slow and the kind of food we order from there like dosa etc need to be piping hot and this delay does not do justice to the quality of food. Otherwise no issues.,False,Order from vasanta bhavan,dtundatil2020,5,2020-11-22 09:45:20,zomato-food-delivery-dining,434613896,
I used to use this app frequently but the new features are very deceiving and a pain to the app users. Mainly the zomato premier league prediction says you have say 1hr to predict after your order. But the prediction option closes as soon as the order is delivered and there is no where mentioned about this and I lost my 30% cashback option. I suggest developers to make clear instructions on how the app options and the workflow works. Hope to see better workflow.,False,Very deceiving offers and features,Engineer and user,1,2019-03-31 14:18:41,zomato-food-delivery-dining,434613896,"{'id': 8004121, 'body': 'Hi there, apologies for the inconvenience caused. Kindly drop us a mail (order@zomato.com) regarding this so that we can look in to what went wrong. Thanks.', 'modified': '2019-04-01T13:27:48Z'}"
Keep more drivers and update customer the correct time as well find resturant which give food on time when you really need it waste of timing walking to resturant or making something eat home would be more easy,False,Time wasted,markhour,5,2019-06-05 00:33:07,zomato-food-delivery-dining,434613896,
"Your chat is useless, driver has no idea of Dubai roads, didn’t follow the address . When placing order your map is showing wrong location and your driver instead of using his brain to follow the address simply goes by map. Waited my order 1h30 min instead of 30 min. Never order again",False,Want to cancel my order,911fixit,4,2019-09-11 12:34:58,zomato-food-delivery-dining,434613896,
"I love the app so far, I can view pictures, reviews, which helps a lot in deciding what to order! Also it automatically connects to the restaurants menus so it’s always updated unlike other apps that failed to do so. I also enjoy the regular customization of the app, in terms of food categories.",False,Enjoying it!,Mariamjals,4,2018-04-29 09:43:37,zomato-food-delivery-dining,434613896,
"I’ve had it with this miserable lesser version of UrbanSpoon, which is missing more places in every town I visit than any similar app you can find, and never seems to update anything. After sending them countless new places that should be listed but aren’t, only to find them ignored (often for more than a year!) I’ve decided to pull the plug and transfer my hundreds of reviews to Yelp. So much for Level 13 Connoisseur status - but it’s useless on this app anyway.",False,"Garbage, and not improving",Qhjdofkpfpsljssbk,1,2018-11-14 06:36:22,zomato-food-delivery-dining,434613896,"{'id': 5950612, 'body': 'Hi, kindly drop a mail to our Neutrality team (neutrality@zomato.com) regarding this with all the available details. Somebody from the team will reach out to you at the earliest. Thanks.', 'modified': '2018-11-15T04:20:54Z'}"
"They helped me send food for whole family to my sister who lost her Mother in Law to Pandemic. Mind you the order was in middle of lockdown, in a diff state diff city, paid online and delivered with care. Hats off to Customer service for coordination and delivery boy for making it happen",False,Always eager to help,hemant342,5,2021-05-06 06:58:47,zomato-food-delivery-dining,434613896,
I never been disapointed .. after 6 years of being a loyal customer to zomato … i found that this company is deteriorating in a very bluntly way … disrespectful employees .. disrespectful customer services and disrespectful driver who screams on u and say bad words on the phone .. i dunno if sich company should continue in such way or should be shutted down and should be assesed again if they even own the minimum standards to works on the lebanese territory … i will follow up the matter with the ministry of economy …,False,Zomato is the worst application u can deal with,TonyB666,1,2021-09-12 12:46:04,zomato-food-delivery-dining,434613896,
Speed was good . Delivered before time . The delivery guy lacked adequate change for balance to be paid back . This causes problem finding change . Wish in future your delivery person carry proper change not to create problems at delivery time . Rest I am happy with your services,False,Zomato services,Rakesh Agg,4,2021-09-05 06:52:03,zomato-food-delivery-dining,434613896,
"Zomato is really cool app for foodies to get food on one click. Where ever you are, just open zomato and look for best options around. Ratings and reviews make easy to go for particular restaurant, cafe even cafeterias. Zomato is much more like able when 50% offers are there ;)",False,Awesome,Simii87,5,2019-11-19 05:39:57,zomato-food-delivery-dining,434613896,
"Today I recieved order today from Allo Beirut the driver was sneezing loud and seemed sick since he left the elevator till he reached to my apartment.!
I refused to open for him the door and I refused to receive the food.. few of my friends got covid from delivery companies..!
Government should make more control on these platforms and should monitor health of the drivers and give them proper health support..!
Large companies making huge amount of money and there is support for drivers health.. this is disappointing ..!",False,No monitor of drivers health.!,nassanjabdul,1,2020-11-11 13:23:48,zomato-food-delivery-dining,434613896,"{'id': 19147372, 'body': ""Hi there. Please write to us at order@zomato.com and we'll reach out to resolve this immediately."", 'modified': '2020-11-16T21:54:19Z'}"
"I stopped completely ordering from them, they can’t guarantee the food will be delivered to you, plus they will hold your money for week when the mistake is not yours when you receive wrong order & the agent him self is saying we can’t guarantee your money refund if you place an order again & it has been declined or if it’s wrong order YOU HAVE RECEIVED 
For 5 hours I’m struggling to place & receive an order through Zomato unfortunately I failed
In the end to make it up for me bz of all these issues they gave me 35 dh as a gift voucher 
What about my time !!! I don’t want money I want the food which I have ordered ONLY
Plus you can communicate with them Only By chatting no call to inform you that ur order has been declined or sms even !!!
Very useless to talk to them",False,Your food will NEVER BE DELIVERED,Lebanese cat,1,2020-10-01 19:43:25,zomato-food-delivery-dining,434613896,"{'id': 18393008, 'body': ""Hi there, please write to us at order@zomato.com and we'll reach out to resolve this immediately. Thanks.\n"", 'modified': '2020-10-10T09:15:33Z'}"
I’ve had a near 100% great experience with this app. There was only one time when there was a mixup and it was difficult to get through to their customer service. I ended up hungry and it took me two days to sort out the issue. But in the end they resolved everything.,False,Mostly great,Ant1982!,4,2020-01-31 14:00:10,zomato-food-delivery-dining,434613896,
"I love the accessibility of Zomato, although it can be frustrating when restaurants are not listed on their app. I have submitted about ten restaurant to be added, but they are still “pending moderation” over a year later. I guess there is really no one moderating user submitted restaurants. Overall, I think the app is a great asset to the foodie community!",False,Zomato fan,Cej95,4,2019-12-07 09:04:26,zomato-food-delivery-dining,434613896,
"Whether its promo codes or quality of service, Swiggy is way ahead. I places one order and waited for an 1hr and at the end they said its restaurant issue but when i called the restaurant they told food has been ready and rider has been waiting to update the app which is not working. Not sure whom to believe. Zomato help offered some promo cash to revisit but sorry You can’t make me hungry again as i will go with Swiggy.",False,Sorry Zomato. Swiggy beats you by miles,SasiGottipati,2,2019-11-22 15:50:16,zomato-food-delivery-dining,434613896,
"Excellent and fast service keep going ♥️
Feedback: the service of zomato was excellent but the order from sand w nos was bad the sandwich was was pretty much empty and also the box of fries the sand was a little bit cold and the fries was freezing its my first bad experience from this place too bad.",False,Feedback,Goodhhhh122-@98,5,2019-10-28 13:37:16,zomato-food-delivery-dining,434613896,
"This app has good info, and I try to use it.  It was AMAZING when it was Urban Spoon; but since becoming Zomato it gets harder and harder to use.  With the latest iteration I can no longer find the mapping feature—long considered my favorite option. Very frustrating...",False,Not again...,Greglhoover,5,2018-10-21 13:05:05,zomato-food-delivery-dining,434613896,
"Maybe you want to change one system wherein when order is received, you will notify the restaurant and right away they will prepare the food. Sometimes the rider arrived late and the food was prepared too early and it arrived in me cold! Who wants to eat cold food??? Specially this rainy season??? Btw, i am one block away from Watami Shangrila. 
Maybe next time, prepare the food when YOU ARE SURE that the rider is very near on in the building already",False,Proper coordination with restaurants,Day-it,2,2019-08-30 08:14:06,zomato-food-delivery-dining,434613896,
"How many times have they disappointed me. The whole point in using a food app is so that it does everything for you. 

But Zomato doesn’t.

Not only are they understaffed in terms of delivery men, they use “IT issues/technical issues” all the time as an excuse for miscalculating restaurants that can deliver to my location. Their last excuse was “company protocol, sorry”

I ordered food at 6:15pm. In hopes that we would break our fast when the food arrives yes. But as I am writing this, it is 7:49pm!

They are refusing to refund me the money. And they are insisting that I accept the
Order, as late as it is. Unbelievable. Disappointing.
This is not the first time! 

The last time I ordered food at work, 1 hour before my lunch and it arrived a good 1 hour and 45 mins later!!

I do not recommend Zomato. At all.",False,UNRELIABLE,Cassi_Dxb,1,2019-05-30 15:50:34,zomato-food-delivery-dining,434613896,
"From the very beginning, the entire menu of the restaurant wasn’t showing, only 8 dishes. After I ordered the food it took 2 hours till it reached me. I tried chatting with Zomato in the their app however this wasn’t functioning at all, and constantly giving “server cannot be reached”. I called the restaurant, and they advised me that the food is ready however Zomato driver is not coming to collect it! Called the driver who was saying that there is a problem with the app! 2 hours for raw salmon!",False,Very bad experience,Ghjijkkjgg,1,2019-02-23 16:48:16,zomato-food-delivery-dining,434613896,"{'id': 7432836, 'body': ""Hi there, apologies for the inconvenience caused. Kindly drop us a mail (order@zomato.com) from your registered email ID and we'll look into what went wrong and do the needful. Thanks."", 'modified': '2019-02-24T02:48:53Z'}"
You’re app is the best i use it everyday specially at this tough time i hope all zomato family is safe i just have one thing to add give some free gifts there’s a lot of people who’s hungry and in-need for food thank you for your time be safe ❤️and thank you for this amazing app,False,Hello zomato,Mc moe,5,2021-05-11 17:28:45,zomato-food-delivery-dining,434613896,
"I’ve seen Zomato evolve over time and they have always provided good value to users making good user experience enhancement and expanding they offering like groceries, and special orders. They filter function has been improved a lot",False,Great app always improving and innovating,Jalaljassoma,5,2020-09-08 15:27:58,zomato-food-delivery-dining,434613896,
"That app just helps me to remove thoughts about lunch during work time from my head and be more focused on my work. It has so many different options to choose and delivery has an option to tip delivery guy.
Thanks for the app. Keep improving it.",False,Amazing app,Agasya,5,2019-11-11 09:56:39,zomato-food-delivery-dining,434613896,
There are a lot of restaurants that don’t really come up unless you specifically look for them so I wish zomato would make a way to show us more of that variety. We get bored of eating the same food and seeing the same restaurants!! Other than that... all good ! 👌🏼,False,Improve the variety,ayahodroj,4,2020-02-05 19:16:39,zomato-food-delivery-dining,434613896,
"The customer service is pathetic, many time i order food it gets delayed and the response time is over 15 mins they use the delay tactic to ensure the order comes before they respond. I ordered mc donalds amd it took them 40 mins and still they couldnt reach the restaurant and when i called i connected in 1 min. When i asked for a refund they gave all the excuses that they cant even when the order was not delivered. The worst customer service for any app i came across.",False,Pathetic customer service,Sjhus,1,2019-06-28 06:18:12,zomato-food-delivery-dining,434613896,
"Ordered a full chicken per listing from Persian Darbar. They confirmed the order. But after 20 mins the restaurant called and said the price was not listed correctly and would be more than double the amount. Contacted Zomato customer chat. After several mins got a msg - “give me a moment”, and that’s been the end of the conversation. Pathetic. 

How is incorrect price listing my fault. And if it was a mistake why did they accept the order in the first place. Duh!?!?!?!",False,Don’t stand by their listing and horrible customer service!,x7erminator,1,2019-06-08 07:43:02,zomato-food-delivery-dining,434613896,
"It’s made food ordering so easy and search within a perimeter makes it more craving...
No need to make calls and you can read reviews to know what food u should order... 
I’ve been a daily user! I’m loving it",False,Easy and user friendly with great offers!!!! 👍🏻👍🏻,Ah_Mif,5,2019-01-25 07:53:21,zomato-food-delivery-dining,434613896,
"I really appreciate how convenient and accurate it is to use this app. The addition made of using a pinpoint drop is really helpful, I believe. Each time I have used this app for food delivery, I have had success at receiving it, having everything I ordered, and getting it in a decent amount of time. I’m for Zomato!",False,Convenience,Citrussal,4,2019-04-07 09:34:27,zomato-food-delivery-dining,434613896,
This is a temporary review. The App has been unusable over the past few days. It freezes then crashes. Unusable. I use an iPhone 7+. Fix the issue and contact me - I will remove this review. Normally I would give this a 4.5,False,Constant crashing,Mazen Abou Najm,5,2019-06-07 06:46:54,zomato-food-delivery-dining,434613896,
