rating,userName,date,title,isEdited,review,app_name,app_id,developerResponse
1,coldzera69,2019-06-21 15:31:55,Worst food delivery service in Bangladesh,False,"Shows that they are preparing my food for 30 mins and suddenly shows they are currently not available due to high demand, wth man? Then i keep refreshing till they come back online only to see that my order has been cancelled adter waiting for 45 mins, terrible experience never using again, and would advise everyone else too! Not worth the hard time, rather go the the restaurants in person, would be way much less of a hassle :)",foodpanda-food-delivery,758103884,"{'id': 11328069, 'body': 'Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support. If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response or you may drop us an email for further assistance.', 'modified': '2019-10-18T11:43:11Z'}"
4,Two K,2019-04-18 05:46:44,Big Orders - Special Notes,False,Using food panda is my favorite tool to order quick group meals. Be sure to utilize the special notes section for all of your personal quirks. I have used them twice already on this trip and knocked it out of the park each time. Right on time even during the busy New Year festival.,foodpanda-food-delivery,758103884,
1,Kako11,2017-10-08 04:47:34,Worst service I’ve ever experienced,False,"Writing from the Philippines here

Food Panda either under hires, under pays, or under trains their staff because 90% of my orders are late, and customer service never responds or gives vague answers. I’ve even caught them lying to my on the status of my order.

It is clear that management is in this business, not to provide a service that is reliable and consistent, but rather to make a quick buck. Please, don’t spend your money on this company. Companies like these deserve to go bankrupt and close shop.",foodpanda-food-delivery,758103884,"{'id': 11443150, 'body': 'Hey Kako11, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T09:22:02Z'}"
5,Madmaxsss,2021-08-16 00:38:57,Excellent,False,So good only problem is when you put the exact location it puts on a different directions. I have to manually locate the place at the exact place otherwise the drive is lost,foodpanda-food-delivery,758103884,
1,genuger,2019-06-06 02:44:10,WORSR DELIVERY SERVICE EVER,False,"order a pizza from dominos last night and the app said my order arrived. When asked about the order they said I need to contact dominos. When contacted, they said my order never reached their system and when tried to contact foodpanda they never give a proper answer. Next morning tried to get a refund because I was charged for a nonexistent order :) now when I reached out to foodpanda again they placed my order again when I never asked for them to do so. Absolutely disgusting.",foodpanda-food-delivery,758103884,"{'id': 11328184, 'body': 'Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support. If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response or you may drop us an email for further assistance.', 'modified': '2019-10-18T11:48:41Z'}"
3,LenscraftPhoto,2021-10-24 00:43:06,A great app for ordering food cluttered by a bad interface,False,"I love using FoodPanda to order food from restaurants. But lately the app is getting more and more cluttered with other services, and to make things worse, it pops up screens that keep me from doing what I came to do… order my dinner. I’m hungry, and the app is trying to upsell me something I don’t want. Every time. It’s annoying.",foodpanda-food-delivery,758103884,
5,jj.song,2020-01-14 04:38:50,FoodPanda across the miles,False,I am from California and my husband is in Singapore. FoodPanda allows me to order food for my husband all the way across the miles. Through FoodPanda I can make sure my husband gets his meals even when I am far away. Thank you FoodPanda. I highly recommended.,foodpanda-food-delivery,758103884,
1,Shahqaan,2021-05-18 11:24:06,They Never Refund,False,"Placed an order to KFC through Foodpanda. KFC is claiming they never received the request for the order. I never received my food. After showing it as “Preparing” for 6 hours they finally updated it to “Delivered” inside the app. Does it make sense that a food item will be delivered after 6 hours? Anyway, I had already paid through credit card. There’s no way in your app to lodge a complaint, I’ve reached out to you over messenger and email, only getting automated replies.",foodpanda-food-delivery,758103884,
5,Ahmar619,2019-03-27 10:04:50,Awesome,False,Service is fantastic but the only thing that needs to be changed is having some restaurants such as McDonald’s and KFC accept vouchers . Plus voucher deals should be applicable without a minimum spending of 500. If you wanna compete against Eat Mubarak then this is one way you can do it,foodpanda-food-delivery,758103884,
5,atanu_cae,2019-10-09 13:24:38,App is great but service isn’t in Khulna,False,I have used this app both in Dhaka and Khulna. It’s not satisfying in Khulna for me. The delivery is super fast but the delivery boys keep calling. They can’t locate a simple address most of the time. Sometimes the food quality isn’t good enough but foodpanda keeps ties with them.,foodpanda-food-delivery,758103884,
1,trinadi,2018-09-15 17:43:38,Worst. Blames Resto when the service fails.,False,"More than once, the order would go through until the very last minute (after 45-60 minutes!) then cancel, claiming that the restaurant didn’t have the dish  available. On all those occasions I called the restaurant directly and it was available for delivery. Told the restaurant the app made them look bad. Gave it several chances but will no longer trust the app if it is this unreliable.   Ruined evenings after waiting so long. Awful app.",foodpanda-food-delivery,758103884,"{'id': 11351851, 'body': 'Hey trinadi, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-20T09:54:54Z'}"
1,shellbel2020,2020-12-16 09:35:02,Horrible customer service,False,Made an order paid by visa. Driver did not come and cancelled the order after it was paid for and was sent out for delivery. He never came to my street. I tried to contact customer service and got a notification 15 minutes later that it will be reviewed and I will be contacted in 24 hours. When my Visa card can be charged instantly I don’t see reasoning for it to take customer service 24 hours to review a claim. If you use this app DO NOT USE WITH YOUR VISA!,foodpanda-food-delivery,758103884,
5,Zenab aameir,2018-08-09 12:17:43,My experience,False,"So far, foodpanda has been better than any other ordering app in Bangladesh, in my experience. Even though they have messed up a few times by getting late, they are usually always on time and deliver good food",foodpanda-food-delivery,758103884,
1,annoyedasff,2019-06-17 07:14:50,Do NOT install this app!,False,"I tried ordering three times, i waited for 2 hours each and the order got cancelled . 3rd time, the driver could NOT find my address even though I directed him using google translate and easiest English anyone could understand - when the other delivery services such as pizza company, kfc and mcdonalds have no trouble finding my home so. 

Totally horrible and time wasting! Anger is the only thing this app brought me. 

Do not try this app , go out there and get real food and be happy.",foodpanda-food-delivery,758103884,"{'id': 11328116, 'body': '""Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t ', 'modified': '2019-10-18T11:45:22Z'}"
4,AnZAnim,2020-09-15 00:36:44,Report a problem option,False,"When a restaurant forgot to sent me an item, often they forget to include an item..there should be an option to complain about it immediately after receiving and checking the good packages.. please add such options.",foodpanda-food-delivery,758103884,
1,boo hopper,2020-10-21 10:11:10,Delivery scammers,False,"Please be careful especially if your in the Philippines. If you electronically paid with a credit/debit card. They will say thing as “your payment did not go through but you order is on the way just pay in cash and your bank will be refunded 3-5 business days. Not true because customer service told me 30-45 days, and if food panda says other I have taken screen shots saying it. All in all foodpanda please background check your delivery people.",foodpanda-food-delivery,758103884,
1,KeMaiYu,2020-08-05 23:48:34,App doesn't work,False,"I placed two orders successfully. Third time I tried, payment failed. Tried a different card, payment failed. Tried a different shop, payment failed. There is no ""live chat"" customer service in this app, even though all the documentation and FAQs say you can use ""live chat"" to contact customer service. There is no support email address in the app. I had to hunt online to find a support email. The app developers and the company management is clueless about UX.",foodpanda-food-delivery,758103884,
5,sensitive Boi Rakhi,2019-12-21 10:45:53,Delivery tracker,False,I have enjoyed your app but I feel the delivery tracker in your app is very poor you need to update the delivery tracker it tracks deliveryman very slowly it must be very very fast and you should make the app to add the picture in the menu so costomar can see what they are ordering,foodpanda-food-delivery,758103884,
5,fixed sana ol,2020-05-24 02:13:33,Thank u...,False,"Thanks, food panda for being there when things go wrong... it’s lockdown and risky for us to go out but ur there to make things convenient and easier to grab our food orders.  
We get to have our orders on time and even earlier as expected ❤️",foodpanda-food-delivery,758103884,
3,The Futche,2019-04-19 02:23:16,Great Concept / Great Food / Lousy Technology & Service,False,"It’s a great concept when it works.   Consistently I have issues with: 

1) Changing delivery times, increasing in scope 

2) Foodpanda G.P.S. / Status not working correctly 

3) When you need to cancel / update an order, the “bot” service tries to stall you until the restaurant begins preparing and too late to cancel. 

4) Chat is Bot technology, still in its infancy 

5) When there is a delay, they blame it on the restaurant, several times I had a driver who made multiple stops before my house (probably picking up and dropping off other orders. 

Again, when it works, its quite convenient; but still hit or miss and undergoing a learning curve.",foodpanda-food-delivery,758103884,
3,Mubdiur,2019-04-06 14:01:36,Consistency on giving food late,False,The option and availability of food from different restaurant is great but seriously the delivery is so goddam late all the time. I order food online because I’m lazy to go out. But the restaurants that are barely a mile away from my house take minimum an hour to come. Why are your delivery system so poor. It shows 50mins but it’s never before 50mins.,foodpanda-food-delivery,758103884,
1,AnayetRashid,2018-07-06 17:00:22,Horrible!,False,"First time they cancelled my order with an app notification after 30 minutes. I was relying on them for dinner that night. Had to stay hungry the whole night. I deleted the app that night. 
After almost a year, I tried food panda again. And they again cancelled my order after 10 minutes. Though the app showed the order was accepted. This time they called to let me know. 
There are other options. Try anything else but this one.",foodpanda-food-delivery,758103884,"{'id': 11351872, 'body': 'Hey  AnayetRashid, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-20T09:56:51Z'}"
1,Sajid Rahman,2021-04-03 06:37:57,No way to directly communicate by phone.,False,"No call Center number, no call option with the delivery man. Every one is hiding behind the app. Only Charing option which is worthless and time consuming. Worst is when ur waiting for your delivery and the delivery man delivers to a wrong address. Because the delivery man never calls unless you select cash on delivery and no option to call him either. If you use online payment, you may have to face the hustle. Poor app.",foodpanda-food-delivery,758103884,
1,MoeWar,2020-08-27 12:10:09,App Stopped,False,"I used to order food by food panda. but i don't know why like 1 month ago, I cannot logg in or use food panda app. I thought it's because of my ph's version so i even upgraded my phone version and install food panda again. But still app stopped with unexpected error message . This time i reinstall again and try again. Lukl i can login and place order. I hope food panda team will find solution soon and hope to use food panda more often like my old days...🤗",foodpanda-food-delivery,758103884,
5,Ehsaab,2021-07-11 04:39:50,Cannot search shop and their menu effectively,False,"While we search for a shop, it doesn’t appear even that shop is already available on foodpanda. And show menu more simpler please",foodpanda-food-delivery,758103884,
3,yasvwin,2019-09-11 22:05:20,There is no date and time that order should be deliver,False,"I have placed so many orders for my dad from other county. Sometimes I wanted to have a preorder and forgot when I did order. When I checked the order placed email there is no date or even time when the order should go. Pls update so everyone can see the date and the time for preorder. 

Thanks!",foodpanda-food-delivery,758103884,
5,lenin sheikh,2019-11-11 02:47:31,Cant Update Phone number,False,i've change my number from account then saved. it showed saved successfully. but when i goto account again it shows my  old number,foodpanda-food-delivery,758103884,
5,asif973,2018-11-04 13:59:58,Charged my credit cars many time but did not deliver,False,Foodpanda charged my credit card several times and never delivered food. It is better not to use card since the company does not refund when food isnt delivered.,foodpanda-food-delivery,758103884,
1,mlalainev,2017-11-25 03:44:38,App is a cheat and terrible cust service,False,"Careful using the app the new interface cheats you of ordering 2x. When you click the item and when you click customise, you thought it will just customise the order but adds 2x. And the view cart separated from pay button is another cheat, normally ecommerce sites ask you to review order before paying but with new interface when you click pay no review anymore directly pay so be careful when using !!!! Customer service is a farce!!! Full of BS!",foodpanda-food-delivery,758103884,"{'id': 11351849, 'body': 'Hey mlalainev, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-20T09:54:26Z'}"
1,liannekwan,2020-11-29 06:51:59,There is a bug of the system,False,The team is refusing to address a bug in the system and charged me because of that.  One SINGLE order has been placed and for unknown reasons 2 orders were delivered at the same time with the same same to the same addresses for the same customer.  The team is not willing to address the issue and asked me to pay for system’s flaw.  No idea how people can run business like that.  I will not be using the app again.,foodpanda-food-delivery,758103884,
5,BabyJimbo,2018-07-17 14:43:04,A good initiative,False,Foodpanda is a really useful app to have for times when you’re hungry but don’t have the energy to pick up a phone and order food. A few swipes shows you a sizeable variety to choose from. Highly recommended.,foodpanda-food-delivery,758103884,
5,Ace Boogmeister,2021-08-09 23:43:36,"Prompt delivery, works as advertised",False,Extra star for being one of the few delivery services in Thailand to accept PayPal. Food was delivered within an acceptable range. No issues with the order. Will definitely use again.,foodpanda-food-delivery,758103884,
5,Sharlin Farzana,2021-04-07 11:53:42,Good,False,"Good one. But take care of the size & quality of meat potion. Increase more baby products. Otherwise I love their service. Thanks. Btw, why there’s no voucher given to the customers. Guys, there’s loads of competition in the market. Tbh, you gotta be more attractive in terms of discount dealings..",foodpanda-food-delivery,758103884,
5,MZEHSN,2020-12-24 04:50:36,TOP NOTCH!,False,"This is the second time I’ve ordered for my mom.. I live abroad and it’s super convenient and efficient!!! Now we can easily share with our loved ones back home ♥️♥️♥️ and so far no additional charges for international credit cards, too!",foodpanda-food-delivery,758103884,
3,Si$$$,2020-01-28 01:39:45,"Great app, needs improvement",False,"Food comes fast. Only issue is if you’re an English speaker. The address finder needs improvement. Every time it can’t find my place or sets it to the wrong address, then I have to put the right address in the notes. The chat feature is nice. Definitely a great app this one thing just needs fixing",foodpanda-food-delivery,758103884,
1,The.Flash.007,2019-07-11 08:43:14,Trash Experience,False,"this has been happening since a while now and i have been nothing but patient with them but enough is enough. this is full crap and trash service. its been so many times that i make the order and order does not get accepted, if i call the restaurant they said they didnt receive it, if i call foodpanda they said that they are trying to call but no one is receiving the call. Obvious LIERS. such a pathetic non professional service. its just trash",foodpanda-food-delivery,758103884,"{'id': 11327056, 'body': 'Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support. If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response. ', 'modified': '2019-10-18T10:59:15Z'}"
1,DjangoSi,2019-04-02 07:40:10,Customer service at it’s worst!,False,"If anything should go wrong with your order, don’t expect help from the customer support. Customer is not King at Foodpanda. With more than 100 orders in Thailand it’s time for a bad review. Orders get canceled if not enough drivers are available. If items are missing you will not get a refund. Not even a voucher is offered to get a free delivery or something for your next order! Support chat tries to get rid of someone as fast as possible. Disappointing!!!",foodpanda-food-delivery,758103884,"{'id': 11328495, 'body': '""Hey Django, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T12:01:04Z'}"
5,Zahid111,2020-11-26 11:30:58,Thanks for letting me use it From USA,False,"Great app overall for delivery in bangladesh , just need some improvements on where the driver is exactly on real time location, and also need more easier eay to communicate through online with delivery driver",foodpanda-food-delivery,758103884,
1,almzZty9102,2019-03-23 08:53:19,"Major delays, poor app function make this app and company pretty much unusable",False,"Foodpanda’s functionality has decreased significantly in the past 3 months. Orders take an hour to an hour and a half, despite 30 minutes at the time the order was placed. Drivers are ALWAYS delayed or just don’t show up to he restaurant. And the food arrives cold. 

The app will not let me pay with credit card, or add a new credit card, and only lets us pay with cash half of the time. Meaning half the time, the app just doesn’t accept payment. Which means I can’t use the app. 

Customer service can never actually fix any of the above problems, after contacting them numerous times about each. 

For all of these reasons, the app has essentially become unusable.",foodpanda-food-delivery,758103884,"{'id': 11328553, 'body': '""Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T12:03:06Z'}"
4,abbygul,2019-01-02 04:31:49,Horrible business,False,So my order was accepted and after waiting 40minutes they notified me that the restaurant closed and they cannot accommodate my order anymore. This has happened several times to me. This is the last time you’re going to starve me.  You should close for good Food Panda!,foodpanda-food-delivery,758103884,
4,Vyl Dex,2021-02-25 08:48:20,Almost Best,False,"The only request I’d like to ask for now is that the customers should be able to view a closer look at the items with much bigger size and realistic condition. 
Everything else is fine at it’s best.
Yet the user interface isn’t much impressive.",foodpanda-food-delivery,758103884,
1,BigSquirrely,2020-10-25 12:37:18,DO NOT TRUST IN APP RATINGS,False,"The app decides when you can leave a review and when you can’t.  I’m sure by coincidence every time a driver really screws up or the restaurant YOLOs my order I can’t leave a review.

I literally got nothing that I ordered and what I ordered was awful but even after contacting them I was unable to leave a review.

This has happened several times. If you can’t find reviews for a restaurant elsewhere consider twice before ordering, they might be fixing their rating.",foodpanda-food-delivery,758103884,
4,ajahangir09,2019-09-26 12:36:24,Credit Card Payment Method Not Working,False,I was able to pay with my credit card once. After that I wasn’t able to make payment with card once. Every time I tried it shows Error Occurred. Only cash on delivery works. Please solve this issue,foodpanda-food-delivery,758103884,
5,youmustbekiddingme!,2019-09-03 13:47:59,Restaurants cancel orders on a whim,False,"Food panda offers no recourse when restaurants unilaterally cancels food orders.  This happens often.  Very unreliable.  Basically a crap shoot whether restaurants process your orders or not.  Until reliability of providers improves, I strongly recommend you not rely on app.",foodpanda-food-delivery,758103884,"{'id': 11326112, 'body': '""Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T10:13:22Z'}"
5,unz20,2021-01-30 15:00:00,Best food delivery  app!!!!!,False,Food Panda offers a wide range of restaurants within our area for ordering food with their fast delivery system. I've always got my food on doorstep within their given time Frame. Very satisfied with the service of food panda!!,foodpanda-food-delivery,758103884,
1,zandarzandar,2019-03-06 02:59:07,Terrible,False,"Always late. ALWAYS. Often cancels orders after waiting 30-40 minutes. Almost never offers any compensation other than a refund. Customer service reps do not care whatsoever about your frustration and will offer nothing more than insincere “apologies.”

Do not use this app unless you have no other way to get food (i.e. you are imprisoned somewhere) and don’t wait until you are hungry to order, plan 1-2 hours BEFORE you actually want to eat.",foodpanda-food-delivery,758103884,"{'id': 11328607, 'body': '""Hey Zandar, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T12:05:20Z'}"
2,Maneklady,2021-06-18 03:21:34,Can’t choose more than one of any sides,False,You need to allow for me to choose more than one of any side. I’m forced to choose something I don’t really like. When I order your 2 whole chicken it only allows me to select 1 hotness. What if there are others who prefer more or less spicy. I can’t do it. As I’m ordering 2 chickens obviously it’s for many people with many different spicy levels.,foodpanda-food-delivery,758103884,
5,Mkhan110,2021-07-09 06:31:52,Lack of human rights!!,False,"Absolutely garbage behavior towards their employees paying people less than bear minimum.
Their HR needs to do something about this, otherwise more people will be boycotting the app.
It's high time you guys start treating your people right.",foodpanda-food-delivery,758103884,
1,Xia610@9,2019-07-09 11:04:23,Third Class service,False,"I would never recommend this to anyone. I Ordered food from the app and vendor didn’t show up on time and then he canceled my order and foodpanda blocked my account for not receiving the order, even though I received the order that was so late and gave him the tip as well. 
Tried zillion of hours with there support to convince that I received the order but they are not ready to listen anything and really non professional support..",foodpanda-food-delivery,758103884,"{'id': 11327118, 'body': 'Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support. If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response. ', 'modified': '2019-10-18T11:02:03Z'}"
2,Michael Alexander,2018-01-12 10:49:03,Not Concerned About Customers,False,"I have used this app several times with many errors including food arriving 30 min late, cold, poor GPS coordinates etc. Each time customer support gives me a voucher and each time the voucher doesn’t work. They promise to get back to me but still haven’t heard back 1 month later. UBEREATS is far from perfect but SO much better than foodpanda. Don’t waste your time with them.",foodpanda-food-delivery,758103884,
3,joby tanseco,2017-08-15 11:48:12,could be better service,False,"i placed an order last friday and was eagerly waiting for the food to arrive to feed my family and guests. we skipped the meal my mommy prepared in favor of this order even if there was a scheduled delay of an additional 45 minutes but to our surprise TWO HOURS later nothing arrived. whar happened? 

i sincerely hope that the orders taken should arrive every time.",foodpanda-food-delivery,758103884,
2,Shourob08,2021-09-27 03:26:26,Its horrible and bit good.,False,"I am using this app since last 2 days. What i have found. 
- Their payment is spam. What amounts you have seen in the item the real amount is bigger (excluding vat, service charge) 
- Offer available when you apply the offer nothing changes. 
- Food item available, when you tapped food item is not available.",foodpanda-food-delivery,758103884,
3,mmsakif,2021-06-27 23:36:40,Issue with “challenges and reward” option,False,doesn’t show “challenges and reward” option in my ios device ( version 14.6). Reinstalled it several times but still same issue. It also doesn’t show the “floating panda icon” in the app. Please fix this issue in the next update.,foodpanda-food-delivery,758103884,
1,Mutituti,2021-04-04 04:52:07,Unresolved matter !!,False,My first account got hacked and I wrote to the food panda team for help. Till today ( been 5 month ) Nobody called to help me resolve and No email . Nothing . Customer service is pretty bad when it comes to that and I felt as a customer that I wasn't important . Anyways made a second account because I had no choice as some vendors only sign with Food Panda . I'm now only paying with cash in case my other cards get hacked too. Unbelievable !,foodpanda-food-delivery,758103884,
3,yuritombo,2021-01-18 14:55:08,The front doesn’t know what the back is doing,False,"Customer service, riders, restaurants— lots of room for errors. It’s so easy and convenient but don’t expect a smooth experience every time, especially if you have guests, or want the pizza to be flat in the box, or want the whole order to arrive at the same time.",foodpanda-food-delivery,758103884,
3,Sherikhan452,2019-10-13 15:11:56,Searching Problem,False,I am professional webdeveloper but unfortunately you need to change query in search button . The problem is when i was typing restaurant name  without completion my name search label show me there is no restaurant without touching search button i hope developer understand that thing,foodpanda-food-delivery,758103884,"{'id': 11353432, 'body': 'Hey Sherikhan452, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-20T12:32:31Z'}"
2,AsianGamerDude,2018-08-11 20:47:03,On ads there is OFF on app nothing,False,"1- Almost every week i see % off on foodpanda but on app there is nothing like that..
2- Late night orders are accepted & cancelled after few minutes
3- Still I appreciate its one of its kind, when in Pakistan there is no other option to eat foodpanda gives few options at least.

There is always room for improvement, keep good work up",foodpanda-food-delivery,758103884,
5,PrinceCrismat,2021-05-09 09:56:11,I 💙 FoodPanda X Kumu 💙⚜️,False,"We promoted FoodPanda on Kumu early 2020, and when I got the chance to go back to the Philippines, FoodPanda has been a lifesaver!

Affordable delivery fees, friendly riders, and GREAT FOOD! I can’t wait to see more and more eateries join the FoodPanda chain, so we can have more options!",foodpanda-food-delivery,758103884,
1,Dozeman6243,2018-12-09 03:33:23,Terrible,False,"Service is terrible. Food orders never arrive. No idea what the status of the order is ever. Sometimes the order gets cancelled and they don’t even tell you that it has been cancelled or why it was cancelled. Honestly terrible. Last night we waited two hours for our food and it never arrived. They said they couldn’t find the driver? Total disaster. I never give reviews on apps, but this one has been so bad I felt compelled to warn people. It really is bad.",foodpanda-food-delivery,758103884,"{'id': 11340309, 'body': 'Hey Dozeman6243, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T06:18:46Z'}"
1,Kidd6454,2018-05-08 14:02:06,Estimated delivery time LOL,False,I placed an order for food at 8:20 the estimated time was 30-40 minutes until it arrives. I was in conversation with a representative at 9:30 when the food hasn’t arrived and was told the food will arrive at 10:05. I then told the representative to just cancel my order this is unacceptable and was told that is not possible. Your service is the worse service I have ever used. I hope this review helps others so they would avoid this app.,foodpanda-food-delivery,758103884,"{'id': 11438949, 'body': 'Hey Kidd6454, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response', 'modified': '2019-10-24T07:01:02Z'}"
1,Slappyzsgh,2017-11-12 12:46:54,Food never arrived very frustrating,False,"We waited over an hour for our food. We then called them and they said our delivery was in the way and would arrive in 15 min. 25 min went by. No food. We called again and they said they tried to call but couldn’t get through to us so they just cancelled the order. No where on our confirmation did it say they would call us. They gave no explanation, just said you can order again and still have to pay. :(",foodpanda-food-delivery,758103884,"{'id': 11343378, 'body': 'Hey there, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T11:17:18Z'}"
3,Fanniel D. L.,2021-06-16 14:04:57,Fix your location precision,False,I the pick-up option to buy food closed to home but was directed to a pick-up location 6km away. I only realized the mistake after placing the order; then the customer service refused to refund on the wrongly placed order. Your location precision was off and I paid the price ??!,foodpanda-food-delivery,758103884,
5,Shourov Foisal,2021-03-07 06:20:34,Good app. But...,False,"Foodpanda app is great for ordering food items. But since I am on a tablet device, I feel the need for a tablet version of the app. Using a mobile app in my tablet with blank spaces both on the left and right sides feels somewhat awkward.",foodpanda-food-delivery,758103884,
5,TinyKarz84,2021-01-15 05:56:45,Lifesaver for overseas family,False,Thank you for this service!! Highly appreciated from overseas.  Wish a lot more places can post their availability here.  Hopefully Robinson’s or SM groceries be available here soon too. Thank you again,foodpanda-food-delivery,758103884,
1,jtp1776,2020-10-10 12:48:24,Got rid of their support because they were so awful,False,"Seriously just amazingly incompetent. And now they’ve removed their support and only have an endlessly annoying help center that takes you to pat answers and has no actual support when they inevitably screw up as they often do.

Update: now their internal map feature seems to be incorrect for my location. And their drivers are incapable of understanding that.",foodpanda-food-delivery,758103884,
1,Jason&Laura,2019-11-23 12:03:50,Be careful!!,False,I ordered from the same restaurant every day for 3 months. Never any issues. Than one day the driver couldn’t find me and didn’t use the app to contact me. I was available and driver never contacted me.  He canceled the order and Food Panda refused to refund me!!! I couldn’t believe it. After 3 months of daily use.. never any issues.. they are going to be that stingy?? I don’t think I can use them in good faith if that’s how they treat their customers. Unacceptable.,foodpanda-food-delivery,758103884,
1,farazfaruqui,2019-07-09 17:41:04,Worst app with worst service,False,"One of the most pathetic food delivery app is foodpanda. They have zero customer service and the app has no basic user friendly options.
I am wondering that these guys are there in the market since so long but still they are in this condition while hundred of other newcomers are doing way better than foodpanda.
In Pakistan as there is no other option, it is only option to use. I wish Zomato comes to Pakistan.",foodpanda-food-delivery,758103884,"{'id': 11327107, 'body': 'Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support. If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response. ', 'modified': '2019-10-18T11:01:32Z'}"
1,iphone5sdk,2018-10-27 15:48:15,Food footage and Apps,False,"First of all I’m disappointed while I like to see food pictures and tap on food name it’s become order cart!! No picture seen!!! Without seeing footage of food could not understand the menu items and others decorations items.

Secondly search option! If I search Taco result comes Tacos Catering and they don’t have Taco!!!! LoL LoL. 

Please make more friendly and workable Apps. Until that don’t show and disturb by yours Apps’s advertising on online.",foodpanda-food-delivery,758103884,"{'id': 11340579, 'body': 'Hey there, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T06:52:39Z'}"
4,TimothyLizotte,2018-09-06 07:08:47,I use often,False,"Not sure why all the gripe reviews. I use it a couple of times a week and really haven’t had a problem. Each restaurant tells you how long the delivery time is. Want it faster, to get it yourself or choose a place with a shorter delivery time.",foodpanda-food-delivery,758103884,
